"SalePrice","BsmtFinSF1","GarageCars","YearBuilt","OpenPorchSF","WoodDeckSF","YearRemodAdd","HouseStyle","BsmtFinType2","Foundation","RoofStyle","Exterior1st","LandSlope"
239000,1128,3,1918,0,0,1950,"2Story","Unf","BrkTil","Hip","Wd Sdng","Gtl"
142000,775,1,1968,85,0,1968,"1Story","Unf","CBlock","Gable","VinylSd","Gtl"
206300,1309,4,1997,0,0,1998,"Other","Unf","PConc","Gable","VinylSd","Gtl"
315000,986,3,1998,66,0,1998,"2Story","Unf","PConc","Gable","VinylSd","Gtl"
139000,616,1,1956,44,0,1956,"1Story","Unf","CBlock","Gable","Wd Sdng","Gtl"
275000,1518,2,1989,0,80,1989,"SLvl","Unf","PConc","Gable","Wd Sdng","ModOrSev"
109008,288,1,1957,0,0,1957,"1Story","Unf","CBlock","Hip","MetalSd","Gtl"
195400,664,2,2007,54,105,2007,"1Story","Unf","PConc","Gable","VinylSd","Gtl"
175000,1005,2,1988,0,0,1988,"1Story","Unf","CBlock","Gable","HdBoard","Gtl"
85400,387,1,1971,0,0,1971,"2Story","Unf","CBlock","Gable","HdBoard","Gtl"
122500,471,2,1971,36,240,1971,"2Story","Unf","CBlock","Gable","HdBoard","Gtl"
212000,385,2,1996,61,158,1996,"2Story","Other","PConc","Gable","VinylSd","Gtl"
116000,0,2,1920,0,0,1950,"1.5Fin","Unf","BrkTil","Gable","Other","Gtl"
119000,0,1,1926,0,0,2004,"Other","Unf","PConc","Gable","Wd Sdng","Gtl"
90350,365,1,1913,0,0,2002,"1Story","Unf","PConc","Gable","Other","Gtl"
110000,0,2,1920,46,0,2000,"1.5Fin","Unf","BrkTil","Gable","Wd Sdng","Gtl"
555000,1767,3,2008,72,0,2008,"1Story","Other","PConc","Hip","VinylSd","Gtl"
162900,0,2,1930,0,0,1992,"1.5Fin","Unf","PConc","Gable","MetalSd","Gtl"
172500,0,3,2006,16,144,2007,"1Story","Unf","PConc","Gable","Other","Gtl"
127500,0,2,1956,0,0,1956,"1Story","Unf","CBlock","Hip","Wd Sdng","Gtl"
119500,0,1,1937,0,0,1950,"1.5Fin","Unf","BrkTil","Gable","MetalSd","Gtl"
120000,331,1,1948,176,0,2002,"1.5Fin","Unf","CBlock","Gable","MetalSd","Gtl"
110000,0,1,1930,113,0,2005,"1Story","Unf","BrkTil","Hip","Wd Sdng","Gtl"
280000,655,2,1975,54,200,1975,"1Story","Unf","CBlock","Gable","Plywood","ModOrSev"
204000,742,2,1996,122,144,1997,"2Story","Unf","PConc","Hip","VinylSd","Gtl"
210000,0,2,2008,30,0,2008,"2Story","Unf","PConc","Gable","VinylSd","Gtl"
188000,1606,2,1976,0,0,1976,"1Story","Unf","CBlock","Gable","Plywood","Gtl"
175500,916,2,1973,0,0,1973,"1Story","Unf","CBlock","Hip","HdBoard","Gtl"
98000,0,3,1916,0,0,1950,"2Story","Unf","BrkTil","Gable","Other","Gtl"
256000,1116,2,1954,137,224,1994,"1Story","Unf","CBlock","Other","Plywood","ModOrSev"
110000,185,1,1950,0,0,1950,"1.5Fin","Unf","CBlock","Gable","MetalSd","Gtl"
155000,350,2,1936,0,256,2007,"2Story","Other","PConc","Gable","Wd Sdng","Gtl"
62383,553,1,1965,0,0,1965,"1Story","Other","CBlock","Gable","MetalSd","Gtl"
188700,326,1,1934,0,0,1995,"2Story","Unf","CBlock","Hip","Other","ModOrSev"
167000,778,2,1970,0,0,1970,"1Story","Unf","CBlock","Other","Plywood","Gtl"
250000,0,3,2006,44,0,2006,"1Story","Unf","PConc","Gable","VinylSd","Gtl"
187000,426,2,1993,70,144,1993,"2Story","Unf","PConc","Gable","HdBoard","Gtl"
190000,0,2,1977,0,0,1977,"2Story","Unf","CBlock","Other","Other","Gtl"
148000,459,2,2005,28,0,2005,"SLvl","Unf","PConc","Gable","VinylSd","Gtl"
440000,1350,3,2006,63,250,2007,"1Story","Unf","PConc","Gable","VinylSd","Gtl"
251000,1196,2,2000,48,96,2000,"1Story","Unf","PConc","Gable","CemntBd","Gtl"
132500,630,2,1963,24,0,1963,"1Story","Unf","CBlock","Hip","HdBoard","Gtl"
208900,994,2,1997,39,140,1998,"1Story","Unf","PConc","Gable","VinylSd","ModOrSev"
89471,168,2,1937,72,0,2000,"1Story","Unf","BrkTil","Hip","Other","Gtl"
326000,1261,3,2004,112,519,2005,"1Story","Unf","PConc","Hip","VinylSd","Gtl"
374000,1567,3,2003,49,206,2004,"1Story","Unf","PConc","Hip","VinylSd","Gtl"
155000,299,1,1915,0,0,2005,"2Story","Unf","PConc","Gable","Other","Gtl"
147000,607,1,1950,80,0,2007,"1Story","Unf","CBlock","Gable","MetalSd","Gtl"
156000,836,2,1965,0,0,1965,"1Story","Unf","CBlock","Hip","MetalSd","Gtl"
175000,998,2,1971,0,224,1971,"1Story","Unf","CBlock","Gable","Plywood","Gtl"
160000,664,2,1900,0,142,1970,"1.5Fin","Unf","CBlock","Gable","Wd Sdng","Gtl"
86000,515,1,1970,0,0,2002,"Other","Unf","CBlock","Gable","CemntBd","Gtl"
115000,0,1,1976,24,141,1976,"2Story","Unf","PConc","Gable","CemntBd","Gtl"
133000,403,1,1941,0,0,1950,"1.5Fin","Other","CBlock","Gable","Wd Sdng","Gtl"
155000,374,1,1960,0,0,1960,"1Story","Other","CBlock","Gable","BrkFace","Gtl"
91300,0,1,1938,20,144,1996,"1Story","Unf","BrkTil","Gable","MetalSd","Gtl"
430000,1231,2,1992,75,264,1993,"1Story","Unf","PConc","Hip","BrkFace","Gtl"
184000,329,1,1925,100,0,1950,"1.5Fin","Unf","PConc","Gable","Wd Sdng","Gtl"
130000,450,1,1967,0,64,2004,"1Story","Unf","PConc","Hip","HdBoard","Gtl"
113000,356,1,1973,28,144,1973,"2Story","Unf","CBlock","Gable","HdBoard","Gtl"
226700,400,2,2005,108,0,2005,"2Story","Unf","PConc","Gable","VinylSd","Gtl"
289000,1247,2,1959,54,0,1997,"1Story","Unf","CBlock","Gable","BrkFace","Gtl"
147000,257,2,1974,0,260,1974,"2Story","Other","CBlock","Gable","Plywood","Gtl"
124500,0,2,1952,0,0,1952,"2Story","Unf","CBlock","Hip","Wd Sdng","Gtl"
215000,380,2,1993,81,182,1994,"2Story","Unf","PConc","Gable","VinylSd","Gtl"
208300,27,2,2009,102,0,2009,"1Story","Unf","PConc","Gable","VinylSd","Gtl"
161000,141,2,1928,0,0,2005,"2Story","Unf","BrkTil","Other","MetalSd","Gtl"
124500,991,1,1959,88,224,1959,"1Story","Unf","CBlock","Gable","MetalSd","Gtl"
164900,650,1,1951,42,324,2000,"1Story","Other","CBlock","Hip","Wd Sdng","Gtl"
402861,1436,3,2009,54,156,2009,"1Story","Unf","CBlock","Hip","CemntBd","Gtl"
158000,0,2,1972,104,0,1972,"SLvl","Unf","CBlock","Gable","HdBoard","Gtl"
265000,0,3,1996,0,220,1997,"2Story","Unf","PConc","Gable","VinylSd","Gtl"
211000,706,2,1998,36,0,1998,"2Story","Unf","PConc","Gable","VinylSd","Gtl"
234000,0,1,1926,0,0,2004,"2Story","Unf","BrkTil","Other","MetalSd","Gtl"
150000,777,1,1957,40,0,1957,"1Story","Unf","CBlock","Gable","VinylSd","Gtl"
184750,2260,3,2007,406,208,2008,"2Story","Unf","PConc","Hip","CemntBd","Gtl"
315750,719,3,1996,60,239,1997,"2Story","Unf","PConc","Gable","VinylSd","Gtl"
132000,377,1,1956,0,261,2000,"1Story","Unf","CBlock","Hip","Wd Sdng","Gtl"
446261,1330,3,2008,66,126,2008,"2Story","Unf","PConc","Hip","VinylSd","Gtl"
128000,0,2,1920,0,0,1999,"2Story","Unf","BrkTil","Gable","Wd Sdng","Gtl"
178000,0,2,2004,35,100,2004,"2Story","Unf","PConc","Gable","VinylSd","Gtl"
188000,0,2,1998,155,120,1999,"2Story","Unf","PConc","Gable","VinylSd","Gtl"
272000,1358,2,2001,0,180,2002,"1Story","Unf","PConc","Gable","VinylSd","Gtl"
315000,1260,3,2006,68,270,2006,"1Story","Unf","PConc","Hip","VinylSd","Gtl"
248000,0,3,2000,56,0,2000,"2Story","Unf","PConc","Gable","VinylSd","Gtl"
213250,144,2,1998,73,78,1999,"1Story","Other","PConc","Hip","VinylSd","Gtl"
133000,584,1,1998,40,120,1998,"Other","Other","PConc","Gable","MetalSd","Gtl"
229000,1002,3,1988,0,0,1988,"1.5Fin","Other","PConc","Gable","HdBoard","Gtl"
210000,300,2,1923,38,0,1950,"1.5Fin","Unf","BrkTil","Gable","BrkFace","Gtl"
129500,619,2,1970,0,104,1970,"Other","Unf","CBlock","Gable","VinylSd","Gtl"
125000,180,2,1955,50,140,1995,"1Story","Other","CBlock","Gable","MetalSd","Gtl"
263000,0,2,2003,182,182,2004,"2Story","Unf","PConc","Gable","VinylSd","Gtl"
112500,308,1,1957,0,0,1957,"1Story","Unf","CBlock","Hip","BrkFace","Gtl"
255500,0,3,2006,39,169,2006,"1Story","Unf","PConc","Gable","VinylSd","Gtl"
108000,0,2,1949,96,0,2003,"1Story","Other","CBlock","Gable","VinylSd","Gtl"
108000,637,1,1920,47,0,1950,"1.5Fin","Unf","CBlock","Gable","MetalSd","ModOrSev"
175000,604,2,1996,22,264,1997,"2Story","Unf","PConc","Gable","HdBoard","Gtl"
121500,1302,2,1957,0,0,1996,"1Story","Unf","CBlock","Hip","Wd Sdng","Gtl"
170000,1071,2,1974,38,240,1975,"1Story","Other","CBlock","Gable","HdBoard","ModOrSev"
268000,728,2,1992,40,0,2000,"2Story","Unf","PConc","Gable","HdBoard","Gtl"
128000,0,1,1915,66,0,1950,"2Story","Unf","PConc","Gable","Wd Sdng","Gtl"
325000,0,3,2005,39,144,2007,"2Story","Unf","PConc","Hip","VinylSd","Gtl"
214000,2,2,2004,0,0,2004,"1Story","Unf","PConc","Gable","VinylSd","Gtl"
316600,1441,2,1983,40,349,2009,"1.5Fin","Unf","CBlock","Gable","Wd Sdng","ModOrSev"
135960,943,2,1979,0,42,1979,"Other","Unf","CBlock","Gable","MetalSd","Gtl"
120000,414,1,1959,0,168,1959,"1Story","Unf","CBlock","Gable","Other","Gtl"
224500,0,2,2009,114,208,2009,"2Story","Unf","PConc","Gable","VinylSd","Gtl"
170000,0,2,2000,0,100,2000,"SLvl","Unf","PConc","Gable","VinylSd","Gtl"
139000,349,1,1971,0,35,2005,"SLvl","Unf","CBlock","Other","MetalSd","Gtl"
118500,442,1,1947,0,158,1950,"1.5Fin","Unf","CBlock","Gable","MetalSd","Gtl"
164500,328,2,1966,68,160,1966,"SLvl","Other","CBlock","Gable","VinylSd","Gtl"
146000,0,2,2007,102,0,2007,"2Story","Unf","PConc","Gable","VinylSd","Gtl"
131500,0,1,1954,0,0,1954,"1.5Fin","Unf","BrkTil","Gable","MetalSd","Gtl"
253293,0,3,2008,90,0,2009,"1Story","Unf","PConc","Hip","VinylSd","Gtl"
130000,210,1,1918,0,0,2000,"1Story","Other","BrkTil","Gable","Other","Gtl"
137000,672,2,1982,0,0,1982,"Other","Unf","CBlock","Hip","HdBoard","Gtl"
143000,1324,1,1968,48,0,2003,"1Story","Unf","CBlock","Other","Wd Sdng","ModOrSev"
451950,1338,3,2008,274,382,2008,"2Story","Unf","PConc","Gable","CemntBd","Gtl"
138000,816,2,1982,0,0,2003,"1Story","Unf","PConc","Gable","HdBoard","Gtl"
140000,685,2,2003,0,140,2003,"1Story","Unf","PConc","Gable","VinylSd","Gtl"
114504,0,1,1910,158,0,1993,"2Story","Unf","CBlock","Gable","VinylSd","Gtl"
275000,546,2,2005,60,179,2005,"2Story","Unf","PConc","Gable","VinylSd","Gtl"
141000,0,1,1937,162,0,1950,"1.5Fin","Unf","PConc","Gable","Wd Sdng","Gtl"
151000,0,2,2004,172,0,2005,"2Story","Unf","PConc","Gable","MetalSd","Gtl"
205000,454,2,1965,42,0,1990,"2Story","Unf","CBlock","Gable","HdBoard","Gtl"
152000,732,2,1996,0,168,1996,"1Story","Unf","PConc","Gable","VinylSd","ModOrSev"
359100,428,2,1934,0,0,1998,"2Story","Unf","PConc","Gable","BrkFace","ModOrSev"
148000,605,2,1978,0,0,1978,"SLvl","Unf","CBlock","Gable","HdBoard","Gtl"
261500,990,2,2001,122,160,2001,"2Story","Unf","PConc","Gable","VinylSd","Gtl"
137500,763,2,1963,0,120,1963,"Other","Unf","PConc","Gable","MetalSd","Gtl"
105500,0,2,1954,0,0,1954,"Other","Unf","CBlock","Gable","MetalSd","ModOrSev"
314813,48,3,2007,108,0,2007,"1Story","Unf","PConc","Hip","CemntBd","Gtl"
305000,871,3,2003,0,168,2003,"2Story","Unf","PConc","Hip","VinylSd","Gtl"
240000,956,2,1974,243,38,1997,"2Story","Other","CBlock","Gable","HdBoard","Gtl"
168500,420,2,2000,32,0,2000,"2Story","Unf","PConc","Gable","MetalSd","Gtl"
139900,0,1,1960,0,0,1978,"1Story","Unf","CBlock","Hip","Wd Sdng","Gtl"
135000,650,2,1969,0,335,1969,"2Story","Unf","PConc","Gable","Plywood","ModOrSev"
124000,0,1,1880,0,0,1991,"2Story","Unf","BrkTil","Gable","VinylSd","Gtl"
82500,822,2,1977,0,192,1977,"1Story","Unf","CBlock","Hip","Plywood","Gtl"
139400,480,1,1954,0,390,2005,"1Story","Other","CBlock","Gable","Wd Sdng","Gtl"
144000,1056,2,1980,56,264,1980,"Other","Unf","CBlock","Gable","Plywood","Gtl"
93000,0,1,1954,0,0,1954,"1.5Fin","Unf","CBlock","Gable","Wd Sdng","Gtl"
274000,1218,2,2003,140,185,2004,"1Story","Unf","PConc","Hip","MetalSd","Gtl"
226000,738,2,2001,235,0,2001,"2Story","Unf","PConc","Gable","VinylSd","Gtl"
345000,1410,2,1972,111,269,1995,"SLvl","Unf","CBlock","Gable","Plywood","Gtl"
370878,1121,3,2009,130,195,2009,"1Story","Unf","PConc","Gable","CemntBd","Gtl"
143250,282,2,1971,312,0,1971,"1Story","Other","CBlock","Hip","Plywood","Gtl"
98300,0,2,1950,27,0,1950,"1Story","Other","CBlock","Hip","MetalSd","Gtl"
155000,500,2,1953,0,0,1953,"1Story","Unf","CBlock","Hip","Wd Sdng","Gtl"
108000,0,1,1940,0,120,1950,"2Story","Unf","CBlock","Gable","MetalSd","Gtl"
135000,0,1,1906,0,57,1995,"1.5Fin","Unf","CBlock","Gable","MetalSd","Gtl"
350000,1696,3,1995,46,236,1995,"1Story","Unf","PConc","Hip","MetalSd","Gtl"
88000,0,1,1971,0,0,1971,"2Story","Unf","CBlock","Gable","HdBoard","Gtl"
145500,806,1,1959,0,0,2006,"1Story","Unf","CBlock","Gable","HdBoard","Gtl"
149000,0,1,1931,0,0,2000,"2Story","Unf","BrkTil","Gable","Other","ModOrSev"
97500,0,1,1948,0,192,1950,"1.5Fin","Unf","CBlock","Gable","VinylSd","Gtl"
167000,637,2,1964,0,0,1999,"1Story","Unf","PConc","Hip","MetalSd","Gtl"
402000,1361,3,1994,76,517,2005,"2Story","Other","PConc","Hip","VinylSd","Gtl"
137500,920,2,1972,0,0,1972,"Other","Other","CBlock","Gable","Plywood","Gtl"
423000,1721,3,2005,267,192,2006,"1Story","Unf","PConc","Gable","VinylSd","Gtl"
230500,0,2,2000,124,188,2000,"2Story","Unf","PConc","Gable","VinylSd","Gtl"
129000,187,2,1965,265,0,1979,"2Story","Other","CBlock","Other","Plywood","Gtl"
193500,1138,2,1994,42,224,1998,"1Story","Unf","PConc","Gable","HdBoard","Gtl"
168000,988,2,1956,0,304,1987,"1Story","Unf","CBlock","Gable","CemntBd","ModOrSev"
137500,0,1,1922,0,0,1950,"1Story","Unf","BrkTil","Gable","MetalSd","Gtl"
173500,193,2,2005,35,100,2005,"2Story","Unf","PConc","Gable","VinylSd","Gtl"
103600,551,1,1925,0,147,1950,"2Story","Unf","BrkTil","Other","Wd Sdng","Gtl"
165000,767,2,1977,42,198,1977,"1Story","Unf","CBlock","Gable","Plywood","Gtl"
140000,892,1,1965,0,426,1965,"1Story","Unf","CBlock","Gable","HdBoard","Gtl"
148500,311,2,1978,0,28,1978,"2Story","Unf","CBlock","Gable","Plywood","Gtl"
109500,0,1,1924,0,316,2006,"1Story","Unf","BrkTil","Gable","VinylSd","Gtl"
372500,0,3,2008,82,322,2008,"1Story","Unf","PConc","Hip","VinylSd","Gtl"
128500,827,2,1961,0,0,1961,"1Story","Unf","CBlock","Hip","Wd Sdng","Gtl"
159434,182,1,1932,0,0,2000,"1.5Fin","Unf","BrkTil","Gable","VinylSd","Gtl"
173000,1003,2,1996,0,307,1997,"1Story","Unf","PConc","Gable","Wd Sdng","Gtl"
227875,0,2,2007,105,144,2007,"2Story","Unf","PConc","Gable","VinylSd","Gtl"
148800,239,2,2004,60,0,2004,"2Story","Unf","PConc","Gable","MetalSd","Gtl"
392000,945,2,2007,0,140,2007,"1Story","Unf","PConc","Gable","MetalSd","Gtl"
755000,1455,3,1994,50,382,1995,"2Story","Unf","PConc","Gable","HdBoard","Gtl"
335000,965,2,1989,27,320,1990,"2Story","Unf","PConc","Hip","MetalSd","ModOrSev"
141500,0,2,1936,0,112,1950,"1.5Fin","Unf","BrkTil","Gable","Wd Sdng","Gtl"
176000,980,2,1987,0,125,1987,"1Story","Other","CBlock","Gable","HdBoard","Gtl"
138500,553,1,1965,144,416,2009,"1Story","Other","CBlock","Gable","MetalSd","Gtl"
196000,16,2,2004,158,156,2004,"1Story","Unf","PConc","Gable","MetalSd","Gtl"
361919,0,3,2006,100,324,2006,"2Story","Unf","PConc","Hip","VinylSd","Gtl"
140000,0,2,1900,0,344,1996,"2Story","Unf","BrkTil","Gable","Wd Sdng","Gtl"
213000,712,2,2004,35,0,2005,"1Story","Unf","PConc","Gable","VinylSd","Gtl"
302000,1219,2,1971,48,380,2002,"1Story","Unf","CBlock","Gable","Plywood","ModOrSev"
254000,863,2,2006,38,192,2006,"1Story","Unf","PConc","Hip","MetalSd","Gtl"
109900,0,1,1966,0,0,1966,"1Story","Unf","PConc","Gable","HdBoard","Gtl"
102776,0,1,1900,0,68,1950,"1.5Fin","Unf","Other","Gable","MetalSd","ModOrSev"
189000,767,2,1988,120,168,1989,"1Story","Unf","PConc","Gable","HdBoard","Gtl"
129000,789,2,1970,288,0,1970,"1Story","Unf","CBlock","Gable","HdBoard","Gtl"
130500,533,2,1976,44,0,2005,"2Story","Unf","CBlock","Gable","HdBoard","Gtl"
165000,0,2,1974,0,0,1974,"1Story","Unf","CBlock","Hip","HdBoard","Gtl"
159500,0,2,1890,48,0,1998,"2Story","Unf","BrkTil","Gable","Wd Sdng","Gtl"
157000,1084,2,1973,0,224,2000,"1Story","Unf","CBlock","Gable","HdBoard","Gtl"
341000,1173,3,1993,154,250,1994,"2Story","Unf","PConc","Hip","Wd Sdng","Gtl"
128500,523,1,1969,0,0,1969,"1Story","Unf","CBlock","Gable","HdBoard","Gtl"
143000,662,2,2004,0,160,2004,"1Story","Unf","PConc","Gable","VinylSd","Gtl"
124500,191,2,1970,0,0,1970,"1Story","Unf","CBlock","Gable","MetalSd","Gtl"
222000,808,2,1988,44,292,2007,"1Story","Unf","CBlock","Hip","Wd Sdng","Gtl"
103000,152,2,1925,23,0,1950,"1.5Fin","Unf","CBlock","Gable","MetalSd","Gtl"
236500,1180,2,1995,152,237,1996,"1Story","Unf","PConc","Gable","CemntBd","Gtl"
187500,786,2,2003,22,160,2003,"SLvl","Unf","PConc","Gable","VinylSd","Gtl"
222500,252,2,1998,84,192,1999,"2Story","Unf","PConc","Gable","VinylSd","Gtl"
131400,594,1,1961,0,165,1983,"1Story","Unf","CBlock","Hip","HdBoard","Gtl"
163000,390,2,1914,341,0,1970,"Other","Unf","BrkTil","Gable","Wd Sdng","Gtl"
93500,0,2,1950,0,0,1950,"1Story","Other","CBlock","Gable","Other","Gtl"
239900,0,3,2005,116,0,2005,"2Story","Unf","PConc","Gable","VinylSd","Gtl"
190000,0,2,2004,56,187,2004,"2Story","Unf","PConc","Gable","VinylSd","Gtl"
132000,0,2,1910,0,270,2002,"2Story","Unf","BrkTil","Gable","Wd Sdng","Gtl"
142000,832,1,1961,0,168,1996,"1Story","Unf","CBlock","Hip","HdBoard","Gtl"
179000,0,2,2000,55,120,2001,"1Story","Unf","PConc","Gable","VinylSd","Gtl"
180000,733,2,1993,0,96,1993,"1Story","Unf","PConc","Gable","HdBoard","Gtl"
299800,575,2,1976,204,0,1996,"2Story","Other","CBlock","Hip","VinylSd","Gtl"
236000,300,2,2000,54,224,2000,"2Story","Unf","PConc","Gable","VinylSd","Gtl"
265979,0,4,1880,0,181,2003,"2Story","Unf","Other","Other","Other","Gtl"
260400,919,2,1996,56,240,1996,"1Story","Unf","PConc","Hip","VinylSd","Gtl"
98000,0,1,1945,0,92,1950,"1.5Fin","Other","Other","Gable","Other","Gtl"
162000,0,2,2003,48,0,2003,"2Story","Unf","PConc","Gable","VinylSd","Gtl"
172500,381,2,1999,24,0,1999,"2Story","Unf","PConc","Gable","MetalSd","Gtl"
212000,20,2,2007,105,144,2007,"2Story","Unf","PConc","Gable","VinylSd","Gtl"
127500,612,1,1959,0,0,1959,"1Story","Unf","CBlock","Hip","Wd Sdng","Gtl"
1e+05,405,2,1924,0,0,1950,"1Story","Unf","PConc","Gable","Wd Sdng","Gtl"
337000,1163,3,1999,128,0,1999,"2Story","Unf","PConc","Gable","VinylSd","Gtl"
270000,437,2,1995,30,0,1996,"1Story","Other","PConc","Hip","BrkFace","Gtl"
264132,0,2,2008,174,0,2008,"1Story","Unf","PConc","Gable","VinylSd","Gtl"
196500,394,2,1988,66,228,1988,"2Story","Unf","CBlock","Gable","HdBoard","Gtl"
160000,660,1,1940,0,245,1985,"1.5Fin","Unf","CBlock","Gable","VinylSd","Gtl"
216837,24,2,2004,33,120,2005,"1Story","Unf","PConc","Hip","VinylSd","Gtl"
538000,1416,3,2003,36,503,2003,"2Story","Unf","PConc","Hip","CemntBd","ModOrSev"
134900,685,2,1982,0,120,1982,"Other","Unf","CBlock","Hip","Wd Sdng","Gtl"
102000,836,2,1951,0,0,1951,"1Story","Unf","CBlock","Gable","Wd Sdng","Gtl"
395000,0,3,2006,45,315,2006,"1Story","Unf","PConc","Hip","VinylSd","Gtl"
221500,20,3,2005,59,144,2006,"1Story","Unf","PConc","Gable","VinylSd","Gtl"
142500,762,2,1974,0,241,1974,"1Story","Unf","CBlock","Hip","HdBoard","Gtl"
135000,975,2,1977,0,0,1977,"Other","Unf","CBlock","Gable","Plywood","Gtl"
175900,387,2,1992,124,0,1992,"2Story","Unf","PConc","Gable","VinylSd","Gtl"
187100,0,2,2001,33,0,2002,"1Story","Unf","PConc","Gable","VinylSd","Gtl"
165500,1097,2,1978,30,303,1978,"Other","Unf","PConc","Gable","Plywood","Gtl"
161500,251,2,1967,0,0,1967,"1Story","Other","CBlock","Gable","BrkFace","Gtl"
139000,686,1,1915,0,0,1950,"1.5Fin","Unf","PConc","Gable","MetalSd","Gtl"
160200,16,2,2005,16,100,2006,"1Story","Unf","PConc","Gable","VinylSd","Gtl"
146800,539,2,1976,0,120,1976,"SLvl","Unf","PConc","Gable","HdBoard","Gtl"
269790,862,2,1996,130,180,1997,"2Story","Unf","PConc","Gable","MetalSd","Gtl"
225000,0,2,2007,130,168,2007,"1Story","Unf","PConc","Gable","CemntBd","Gtl"
143500,0,2,1977,0,138,1977,"1Story","Unf","CBlock","Gable","Plywood","Gtl"
485000,0,3,2008,78,144,2009,"2Story","Unf","PConc","Hip","VinylSd","Gtl"
2e+05,462,2,1997,114,403,1997,"2Story","Unf","PConc","Gable","VinylSd","ModOrSev"
109900,197,2,1916,0,0,1990,"1Story","Unf","CBlock","Gable","MetalSd","Gtl"
189000,648,2,2005,18,36,2005,"2Story","Unf","PConc","Gable","Other","Gtl"
118000,812,1,1954,0,0,1954,"1Story","Unf","CBlock","Gable","Wd Sdng","Gtl"
227680,0,2,2008,60,0,2008,"1Story","Unf","PConc","Gable","VinylSd","Gtl"
135500,400,1,1967,0,68,1967,"SLvl","Other","PConc","Gable","VinylSd","Gtl"
223500,1309,2,1923,312,0,2004,"2Story","Unf","CBlock","Gable","Wd Sdng","Gtl"
159950,516,2,1966,0,0,1966,"SLvl","Other","CBlock","Gable","VinylSd","Gtl"
106000,0,2,1898,156,40,1965,"Other","Unf","PConc","Hip","Other","Gtl"
181000,663,2,1974,0,265,1999,"1Story","Other","CBlock","Hip","HdBoard","Gtl"
144500,662,2,2004,0,140,2004,"1Story","Unf","PConc","Gable","VinylSd","Gtl"
55993,0,2,1952,0,0,1952,"1Story","Unf","CBlock","Hip","Wd Sdng","ModOrSev"
157900,608,1,1958,0,0,1958,"1Story","Unf","CBlock","Gable","MetalSd","Gtl"
116000,0,1,1918,0,207,1950,"1.5Fin","Unf","BrkTil","Gable","Other","Gtl"
271000,1218,3,2002,59,150,2002,"1Story","Unf","PConc","Hip","CemntBd","Gtl"
155000,504,2,1971,0,0,1971,"SLvl","Unf","CBlock","Gable","HdBoard","Gtl"
183000,0,2,2003,45,0,2003,"2Story","Unf","PConc","Gable","VinylSd","Gtl"
93000,0,2,1953,32,0,1953,"1Story","Unf","CBlock","Gable","MetalSd","ModOrSev"
139500,0,1,1940,0,335,1950,"1.5Fin","Unf","BrkTil","Gable","VinylSd","Gtl"
232600,0,2,2006,140,0,2006,"1Story","Unf","PConc","Gable","VinylSd","Gtl"
185000,249,2,1967,0,486,1967,"2Story","Other","PConc","Other","Plywood","ModOrSev"
147400,0,2,2005,166,0,2005,"2Story","Unf","PConc","Gable","MetalSd","Gtl"
166000,1040,2,1957,0,0,1957,"1Story","Unf","CBlock","Gable","HdBoard","Gtl"
237000,483,2,2003,39,192,2003,"2Story","Unf","PConc","Gable","VinylSd","Gtl"
153500,338,2,1948,116,0,1973,"1Story","Unf","BrkTil","Gable","VinylSd","Gtl"
1e+05,330,1,1973,0,0,1973,"2Story","Unf","CBlock","Gable","HdBoard","Gtl"
144000,0,1,1995,0,278,2006,"1Story","Unf","PConc","Gable","VinylSd","Gtl"
130500,352,1,1946,0,0,1995,"1.5Fin","Unf","CBlock","Gable","MetalSd","Gtl"
140000,156,1,1925,0,0,1950,"2Story","Unf","BrkTil","Gable","Wd Sdng","Gtl"
157500,0,2,1904,78,70,2002,"2Story","Unf","PConc","Gable","MetalSd","Gtl"
174900,312,2,1966,129,0,1966,"SLvl","Other","CBlock","Gable","HdBoard","Gtl"
171000,1390,2,1975,0,0,1981,"Other","Unf","CBlock","Gable","HdBoard","Gtl"
213000,513,2,1993,72,234,1993,"2Story","Unf","PConc","Gable","HdBoard","Gtl"
133500,460,1,1972,0,0,1972,"1Story","Unf","CBlock","Gable","HdBoard","Gtl"
240000,0,2,1908,40,486,1997,"1.5Fin","Unf","BrkTil","Gable","Wd Sdng","Gtl"
131500,659,2,2003,0,140,2003,"1Story","Unf","PConc","Gable","VinylSd","Gtl"
215000,0,2,2003,20,143,2003,"1Story","Unf","PConc","Gable","VinylSd","Gtl"
164000,364,1,1941,0,0,1950,"Other","Unf","CBlock","Gable","MetalSd","Gtl"
158000,564,2,1964,0,180,1964,"SLvl","Unf","CBlock","Gable","MetalSd","Gtl"
170000,306,2,1955,418,0,1974,"1Story","Other","CBlock","Hip","Wd Sdng","Gtl"
127000,659,1,1962,104,0,2010,"1Story","Unf","CBlock","Gable","HdBoard","Gtl"
147000,505,2,1978,0,0,1978,"SLvl","Other","CBlock","Gable","Plywood","ModOrSev"
152000,0,2,1976,0,0,1976,"1Story","Unf","CBlock","Gable","HdBoard","Gtl"
250000,619,2,1968,65,0,1984,"2Story","Unf","CBlock","Gable","HdBoard","Gtl"
189950,0,1,1918,240,0,1998,"1.5Fin","Unf","BrkTil","Gable","Wd Sdng","Gtl"
